"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0739.2","MA0739.2",0,1636,0,4.09,0,1,"Hic1",1
"MA0131.3","MA0131.3",0,698,0,1.745,0,1,"HINFP",1
"MA0043.4","MA0043.4",0,1913,0,4.7825,0,1,"HLF",1
"MA0895.2","MA0895.2",0,1446,0,3.615,0,1,"HMBOX1",1
"MA1991.2","MA1991.2",0,2910,0,7.275,0,1,"Hnf1A",1
"MA0046.3","MA0046.3",0,3328,0,8.32,0,1,"HNF1A",1
"MA0114.5","MA0114.5",0,2193,0,5.4825,0,1,"HNF4A.1",1
"MA0484.3","MA0484.3",0,2193,0,5.4825,0,1,"HNF4G",1
"MA0899.2","MA0899.2",0,3320,0,8.3,0,1,"HOXA10",1
"MA0911.2","MA0911.2",0,989,0,2.4725,0,1,"Hoxa11",1
"MA1496.2","MA1496.2",0,1832,0,4.58,0,1,"HOXA4",1
"MA1497.2","MA1497.2",0,2098,0,5.245,0,1,"HOXA6",1
"MA1498.3","MA1498.3",0,6946,0,17.365,0,1,"HOXA7",1
"MA0594.3","MA0594.3",0,211,0,0.5275,0,1,"HOXA9",1
"MA0902.3","MA0902.3",0,5387,0,13.4675,0,1,"HOXB2",1
"MA1566.3","MA1566.3",0,1544,0,3.86,0,1,"TBX3",1
"MA0903.2","MA0903.2",0,5387,0,13.4675,0,1,"HOXB3",1
"MA1499.2","MA1499.2",0,8353,0,20.8825,0,1,"HOXB4",1
"MA0904.3","MA0904.3",0,5387,0,13.4675,0,1,"HOXB5",1
"MA1500.2","MA1500.2",0,2019,0,5.0475,0,1,"HOXB6",1
"MA1501.2","MA1501.2",0,2098,0,5.245,0,1,"HOXB7",1
"MA1502.2","MA1502.2",0,2019,0,5.0475,0,1,"HOXB8",1
"MA1503.2","MA1503.2",0,1158,0,2.895,0,1,"HOXB9",1
"MA0905.2","MA0905.2",0,1434,0,3.585,0,1,"HOXC10",1
"MA0651.3","MA0651.3",0,723,0,1.8075,0,1,"HOXC11",1
"MA0906.2","MA0906.2",0,888,0,2.22,0,1,"HOXC12",1
"MA0907.2","MA0907.2",0,1480,0,3.7,0,1,"HOXC13",1
"MA1504.2","MA1504.2",0,8353,0,20.8825,0,1,"HOXC4",1
"MA1505.2","MA1505.2",0,5387,0,13.4675,0,1,"HOXC8",1
"MA0485.3","MA0485.3",0,1158,0,2.895,0,1,"HOXC9",1
"MA1506.2","MA1506.2",0,1048,0,2.62,0,1,"HOXD10",1
"MA0908.2","MA0908.2",0,1027,0,2.5675,0,1,"HOXD11",1
"MA0873.2","MA0873.2",0,790,0,1.975,0,1,"HOXD12",1
"MA1958.2","MA1958.2",0,1277,0,3.1925,0,1,"HOXD12::ELK1",1
"MA0909.4","MA0909.4",0,2806,0,7.015,0,1,"Hoxd13",1
"MA1507.2","MA1507.2",0,8353,0,20.8825,0,1,"HOXD4",1
"MA0910.3","MA0910.3",0,2019,0,5.0475,0,1,"HOXD8",1
"MA0913.3","MA0913.3",0,2852,0,7.13,0,1,"HOXD9",1
"MA1419.2","MA1419.2",0,1247,0,3.1175,0,1,"IRF4",1
"MA0652.2","MA0652.2",0,1524,0,3.81,0,1,"IRF8",1
"MA1608.2","MA1608.2",0,1688,0,4.22,0,1,"Isl1",1
"MA0654.2","MA0654.2",0,6946,0,17.365,0,1,"ISX",1
"MA0656.2","MA0656.2",0,1264,0,3.16,0,1,"JDP2.1",1
"MA1132.2","MA1132.2",0,1484,0,3.71,0,1,"JUN::JUNB",1
"MA1133.2","MA1133.2",0,1024,0,2.56,0,1,"JUN::JUNB.1",1
"MA0493.3","MA0493.3",0,4342,0,10.855,0,1,"KLF1",1
"MA0657.2","MA0657.2",0,1848,0,4.62,0,1,"KLF13",1
"MA1513.2","MA1513.2",0,5326,0,13.315,0,1,"KLF15",1
"MA1514.2","MA1514.2",0,4147,0,10.3675,0,1,"KLF17",1
"MA1517.2","MA1517.2",0,2930,0,7.325,0,1,"KLF6",1
"MA1959.2","MA1959.2",0,4342,0,10.855,0,1,"KLF7",1
"MA0618.2","MA0618.2",0,2348,0,5.87,0,1,"LBX1",1
"MA0699.2","MA0699.2",0,6946,0,17.365,0,1,"LBX2",1
"MA0768.3","MA0768.3",0,2361,0,5.9025,0,1,"Lef1",1
"MA1518.3","MA1518.3",0,1453,0,3.6325,0,1,"Lhx1",1
"MA0700.3","MA0700.3",0,6946,0,17.365,0,1,"LHX2",1
"MA0135.2","MA0135.2",0,5403,0,13.5075,0,1,"Lhx3",1
"MA0704.2","MA0704.2",0,5387,0,13.4675,0,1,"Lhx4",1
"MA1519.2","MA1519.2",0,2098,0,5.245,0,1,"LHX5",1
"MA0658.2","MA0658.2",0,1749,0,4.3725,0,1,"LHX6",1
"MA0705.2","MA0705.2",0,5387,0,13.4675,0,1,"Lhx8",1
"MA0701.3","MA0701.3",0,2348,0,5.87,0,1,"LHX9",1
"MA0702.3","MA0702.3",0,3138,0,7.845,0,1,"LMX1A",1
"MA0703.3","MA0703.3",0,3129,0,7.8225,0,1,"LMX1B",1
"MA1520.2","MA1520.2",0,1569,0,3.9225,0,1,"MAF",1
"MA0501.2","MA0501.2",0,2481,0,6.2025,0,1,"MAF::NFE2",1
"MA0841.2","MA0841.2",0,1454,0,3.635,0,1,"NFE2",1
"MA1521.2","MA1521.2",0,1559,0,3.8975,0,1,"MAFA",1
"MA0117.3","MA0117.3",0,2284,0,5.71,0,1,"Mafb",1
"MA0495.4","MA0495.4",0,2883,0,7.2075,0,1,"MAFF",1
"MA0029.2","MA0029.2",0,2568,0,6.42,0,1,"Mecom",1
"MA1639.2","MA1639.2",0,2436,0,6.09,0,1,"MEIS1.1",1
"MA1640.2","MA1640.2",0,3076,0,7.69,0,1,"MEIS2.1",1
"MA0775.2","MA0775.2",0,2432,0,6.08,0,1,"MEIS3",1
"MA0661.2","MA0661.2",0,2348,0,5.87,0,1,"MEOX1",1
"MA0706.2","MA0706.2",0,3749,0,9.3725,0,1,"MEOX2",1
"MA1960.2","MA1960.2",0,1985,0,4.9625,0,1,"MGA::EVX1",1
"MA0620.4","MA0620.4",0,1042,0,2.605,0,1,"MITF",1
"MA0621.2","MA0621.2",0,4415,0,11.0375,0,1,"mix-a",1
"MA0662.2","MA0662.2",0,5387,0,13.4675,0,1,"MIXL1",1
"MA0664.2","MA0664.2",0,1214,0,3.035,0,1,"MLXIPL",1
"MA1523.2","MA1523.2",0,3322,0,8.305,0,1,"MSANTD3",1
"MA1524.3","MA1524.3",0,3361,0,8.4025,0,1,"Msgn1",1
"MA0666.3","MA0666.3",0,6946,0,17.365,0,1,"MSX1",1
"MA0708.3","MA0708.3",0,6946,0,17.365,0,1,"MSX2",1
"MA0709.2","MA0709.2",0,6946,0,17.365,0,1,"Msx3",1
"MA1108.3","MA1108.3",0,9327,0,23.3175,0,1,"MXI1",1
"MA0100.4","MA0100.4",0,7021,0,17.5525,0,1,"MYB",1
"MA0499.3","MA0499.3",0,2684,0,6.71,0,1,"MYOD1",1
"MA0500.3","MA0500.3",0,1650,0,4.125,0,1,"MYOG",1
"MA0056.3","MA0056.3",0,2232,0,5.58,0,1,"MZF1",1
"MA1109.2","MA1109.2",0,5023,0,12.5575,0,1,"NEUROD1",1
"MA0668.3","MA0668.3",0,5023,0,12.5575,0,1,"Neurod2.1",1
"MA1642.2","MA1642.2",0,5653,0,14.1325,0,1,"NEUROG2.1",1
"MA0606.3","MA0606.3",0,5183,0,12.9575,0,1,"Nfat5",1
"MA0152.3","MA0152.3",0,4191,0,10.4775,0,1,"Nfatc2",1
"MA0150.3","MA0150.3",0,2448,0,6.12,0,1,"Nfe2l2",1
"MA0670.2","MA0670.2",0,8174,0,20.435,0,1,"NFIA",1
"MA0161.3","MA0161.3",0,3198,0,7.995,0,1,"NFIC",1
"MA0025.3","MA0025.3",0,2468,0,6.17,0,1,"NFIL3",1
"MA0671.2","MA0671.2",0,8174,0,20.435,0,1,"NFIX",1
"MA0778.2","MA0778.2",0,1322,0,3.305,0,1,"NFKB2",1
"MA0060.4","MA0060.4",0,1807,0,4.5175,0,1,"NFYA",1
"MA0502.3","MA0502.3",0,1698,0,4.245,0,1,"NFYB",1
"MA1644.2","MA1644.2",0,2146,0,5.365,0,1,"NFYC",1
"MA1529.2","MA1529.2",0,2748,0,6.87,0,1,"NHLH2",1
"MA0672.2","MA0672.2",0,1482,0,3.705,0,1,"NKX2-3",1
"MA2003.2","MA2003.2",0,1801,0,4.5025,0,1,"NKX2-4",1
"MA0063.3","MA0063.3",0,1904,0,4.76,0,1,"NKX2-5",1
"MA0673.2","MA0673.2",0,1653,0,4.1325,0,1,"NKX2-8",1
"MA0124.3","MA0124.3",0,1938,0,4.845,0,1,"Nkx3-1",1
"MA0674.2","MA0674.2",0,3138,0,7.845,0,1,"NKX6-1",1
"MA0675.2","MA0675.2",0,5387,0,13.4675,0,1,"NKX6-2",1
"MA1530.2","MA1530.2",0,2451,0,6.1275,0,1,"NKX6-3",1
"MA0125.2","MA0125.2",0,6946,0,17.365,0,1,"Nobox",1
"MA0710.2","MA0710.2",0,2348,0,5.87,0,1,"NOTO",1
"MA0626.2","MA0626.2",0,780,0,1.95,0,1,"Npas2",1
"MA1995.2","MA1995.2",0,488,0,1.22,0,1,"Npas4",1
"MA1146.2","MA1146.2",0,1105,0,2.7625,0,1,"NR1H4::RXRA",1
"MA1534.2","MA1534.2",0,1742,0,4.355,0,1,"NR1I3",1
"MA0164.2","MA0164.2",0,4668,0,11.67,0,1,"Nr2e3",1
"MA0113.4","MA0113.4",0,847,0,2.1175,0,1,"NR3C1",1
"MA0727.2","MA0727.2",0,867,0,2.1675,0,1,"NR3C2",1
"MA1147.2","MA1147.2",0,967,0,2.4175,0,1,"NR4A2::RXRA",1
"MA0505.3","MA0505.3",0,2302,0,5.755,0,1,"Nr5A2",1
"MA0506.3","MA0506.3",0,2490,0,6.225,0,1,"Nrf1",1
"MA0842.3","MA0842.3",0,2033,0,5.0825,0,1,"NRL",1
"MA0679.3","MA0679.3",0,2192,0,5.48,0,1,"ONECUT1",1
"MA0757.2","MA0757.2",0,2851,0,7.1275,0,1,"ONECUT3",1
"MA1542.2","MA1542.2",0,1065,0,2.6625,0,1,"OSR1",1
"MA1544.2","MA1544.2",0,258,0,0.645,0,1,"OVOL1",1
"MA1545.2","MA1545.2",0,289,0,0.7225,0,1,"OVOL2",1
"MA0067.3","MA0067.3",0,621,0,1.5525,0,1,"PAX2",1
"MA1546.2","MA1546.2",0,626,0,1.565,0,1,"PAX3.1",1
"MA0680.3","MA0680.3",0,3754,0,9.385,0,1,"Pax7",1
"MA0070.2","MA0070.2",0,1764,0,4.41,0,1,"PBX1",1
"MA1113.3","MA1113.3",0,2928,0,7.32,0,1,"PBX2",1
"MA1114.2","MA1114.2",0,3681,0,9.2025,0,1,"PBX3",1
"MA0132.3","MA0132.3",0,5387,0,13.4675,0,1,"PDX1",1
"MA0681.3","MA0681.3",0,6233,0,15.5825,0,1,"PHOX2B",1
"MA0782.3","MA0782.3",0,3290,0,8.225,0,1,"PKNOX1",1
"MA1615.2","MA1615.2",0,2830,0,7.075,0,1,"Plagl1",1
"MA1548.2","MA1548.2",0,1350,0,3.375,0,1,"PLAGL2",1
"MA0784.3","MA0784.3",0,4397,0,10.9925,0,1,"POU1F1",1
"MA0785.2","MA0785.2",0,3216,0,8.04,0,1,"POU2F1",1
"MA0507.3","MA0507.3",0,3898,0,9.745,0,1,"POU2F2",1
"MA0627.3","MA0627.3",0,3578,0,8.945,0,1,"POU2F3",1
"MA0786.2","MA0786.2",0,4216,0,10.54,0,1,"POU3F1",1
"MA0790.2","MA0790.2",0,5954,0,14.885,0,1,"POU4F1",1
"MA0683.2","MA0683.2",0,5035,0,12.5875,0,1,"POU4F2",1
"MA0791.2","MA0791.2",0,5723,0,14.3075,0,1,"POU4F3",1
"MA1115.2","MA1115.2",0,3138,0,7.845,0,1,"POU5F1",1
"MA0628.2","MA0628.2",0,5387,0,13.4675,0,1,"POU6F1",1
"MA1549.2","MA1549.2",0,2910,0,7.275,0,1,"POU6F1.1",1
"MA0793.2","MA0793.2",0,2999,0,7.4975,0,1,"POU6F2",1
"MA0066.2","MA0066.2",0,1724,0,4.31,0,1,"PPARG",1
"MA0508.4","MA0508.4",0,4941,0,12.3525,0,1,"PRDM1",1
"MA1998.2","MA1998.2",0,1195,0,2.9875,0,1,"Prdm14",1
"MA1616.2","MA1616.2",0,2882,0,7.205,0,1,"Prdm15",1
"MA1647.3","MA1647.3",0,2185,0,5.4625,0,1,"Prdm4",1
"MA0716.2","MA0716.2",0,6946,0,17.365,0,1,"PRRX1",1
"MA0075.4","MA0075.4",0,2348,0,5.87,0,1,"PRRX2",1
"MA1620.2","MA1620.2",0,2047,0,5.1175,0,1,"Ptf1A.2",1
"MA1149.2","MA1149.2",0,2400,0,6,0,1,"RARA::RXRG",1
"MA1552.2","MA1552.2",0,1026,0,2.565,0,1,"RARB",1
"MA1553.2","MA1553.2",0,987,0,2.4675,0,1,"RARG",1
"MA0718.2","MA0718.2",0,6946,0,17.365,0,1,"RAX",1
"MA0717.2","MA0717.2",0,6946,0,17.365,0,1,"RAX2",1
"MA1117.2","MA1117.2",0,2177,0,5.4425,0,1,"RELB",1
"MA0138.3","MA0138.3",0,3227,0,8.0675,0,1,"REST",1
"MA0600.3","MA0600.3",0,1701,0,4.2525,0,1,"RFX2",1
"MA0799.3","MA0799.3",0,783,0,1.9575,0,1,"RFX4",1
"MA0510.3","MA0510.3",0,1746,0,4.365,0,1,"RFX5",1
"MA1724.2","MA1724.2",0,1901,0,4.7525,0,1,"Rfx6",1
"MA1554.2","MA1554.2",0,744,0,1.86,0,1,"RFX7",1
"MA0072.2","MA0072.2",0,2718,0,6.795,0,1,"RORA.1",1
"MA1150.2","MA1150.2",0,2906,0,7.265,0,1,"RORB",1
"MA1151.2","MA1151.2",0,2798,0,6.995,0,1,"RORC",1
"MA0002.3","MA0002.3",0,2953,0,7.3825,0,1,"Runx1",1
"MA0684.3","MA0684.3",0,1806,0,4.515,0,1,"RUNX3",1
"MA1963.2","MA1963.2",0,1743,0,4.3575,0,1,"SATB1",1
"MA0743.3","MA0743.3",0,1531,0,3.8275,0,1,"SCRT1",1
"MA0744.3","MA0744.3",0,1440,0,3.6,0,1,"SCRT2",1
"MA0630.2","MA0630.2",0,6946,0,17.365,0,1,"SHOX",1
"MA0720.2","MA0720.2",0,6946,0,17.365,0,1,"Shox2",1
"MA1118.2","MA1118.2",0,1823,0,4.5575,0,1,"SIX1",1
"MA1119.2","MA1119.2",0,2399,0,5.9975,0,1,"SIX2",1
"MA0631.2","MA0631.2",0,897,0,2.2425,0,1,"Six3",1
"MA2001.2","MA2001.2",0,1912,0,4.78,0,1,"Six4",1
"MA1153.2","MA1153.2",0,1371,0,3.4275,0,1,"Smad4",1
"MA0745.3","MA0745.3",0,1874,0,4.685,0,1,"SNAI2",1
"MA1561.2","MA1561.2",0,749,0,1.8725,0,1,"SOX12",1
"MA1120.2","MA1120.2",0,1905,0,4.7625,0,1,"SOX13",1
"MA1562.2","MA1562.2",0,1045,0,2.6125,0,1,"SOX14",1
"MA1152.2","MA1152.2",0,3173,0,7.9325,0,1,"SOX15",1
"MA0514.3","MA0514.3",0,1905,0,4.7625,0,1,"Sox3",1
"MA0867.3","MA0867.3",0,2571,0,6.4275,0,1,"SOX4",1
"MA0087.3","MA0087.3",0,1505,0,3.7625,0,1,"Sox5",1
"MA0868.3","MA0868.3",0,2323,0,5.8075,0,1,"SOX8",1
"MA0077.2","MA0077.2",0,1642,0,4.105,0,1,"SOX9",1
"MA0746.3","MA0746.3",0,5049,0,12.6225,0,1,"SP3",1
"MA1564.2","MA1564.2",0,4615,0,11.5375,0,1,"SP9",1
"MA0829.3","MA0829.3",0,1423,0,3.5575,0,1,"SREBF1.1",1
"MA0084.2","MA0084.2",0,2910,0,7.275,0,1,"SRY",1
"MA0137.4","MA0137.4",0,2531,0,6.3275,0,1,"STAT1",1
"MA0144.3","MA0144.3",0,3396,0,8.49,0,1,"STAT3",1
"MA0518.2","MA0518.2",0,3428,0,8.57,0,1,"Stat4",1
"MA1624.2","MA1624.2",0,2889,0,7.2225,0,1,"Stat5a",1
"MA0519.2","MA0519.2",0,3203,0,8.0075,0,1,"Stat5a::Stat5b",1
"MA0520.2","MA0520.2",0,2798,0,6.995,0,1,"Stat6",1
"MA0108.3","MA0108.3",0,3026,0,7.565,0,1,"TBP",1
"MA0802.2","MA0802.2",0,1907,0,4.7675,0,1,"TBR1",1
"MA1565.2","MA1565.2",0,1867,0,4.6675,0,1,"TBX18",1
"MA0804.2","MA0804.2",0,805,0,2.0125,0,1,"TBX19",1
"MA0688.2","MA0688.2",0,1544,0,3.86,0,1,"TBX2",1
"MA1567.3","MA1567.3",0,2532,0,6.33,0,1,"Tbx6",1
"MA1568.2","MA1568.2",0,1439,0,3.5975,0,1,"TCF21",1
"MA0769.3","MA0769.3",0,2124,0,5.31,0,1,"TCF7",1
"MA0523.2","MA0523.2",0,2786,0,6.965,0,1,"TCF7L2",1
"MA0632.3","MA0632.3",0,879,0,2.1975,0,1,"TCFL5",1
"MA0090.4","MA0090.4",0,2556,0,6.39,0,1,"TEAD1",1
"MA1121.2","MA1121.2",0,2207,0,5.5175,0,1,"TEAD2",1
"MA0809.3","MA0809.3",0,2136,0,5.34,0,1,"TEAD4",1
"MA0003.5","MA0003.5",0,3695,0,9.2375,0,1,"TFAP2A.2",1
"MA0811.2","MA0811.2",0,3078,0,7.695,0,1,"TFAP2B.1",1
"MA0812.2","MA0812.2",0,2890,0,7.225,0,1,"TFAP2B.2",1
"MA0814.3","MA0814.3",0,4122,0,10.305,0,1,"TFAP2C.2",1
"MA1569.2","MA1569.2",0,2808,0,7.02,0,1,"TFAP2E",1
"MA1966.2","MA1966.2",0,2986,0,7.465,0,1,"TFAP4::ETV1",1
"MA1968.2","MA1968.2",0,557,0,1.3925,0,1,"TFCP2",1
"MA0692.2","MA0692.2",0,821,0,2.0525,0,1,"TFEB",1
"MA0871.3","MA0871.3",0,821,0,2.0525,0,1,"TFEC",1
"MA1575.2","MA1575.2",0,1317,0,3.2925,0,1,"THRB.1",1
"MA1576.2","MA1576.2",0,2388,0,5.97,0,1,"THRB.2",1
"MA1577.2","MA1577.2",0,6946,0,17.365,0,1,"TLX2",1
"MA0861.2","MA0861.2",0,891,0,2.2275,0,1,"TP73",1
"MA1970.2","MA1970.2",0,1980,0,4.95,0,1,"TRPS1",1
"MA1123.3","MA1123.3",0,4511,0,11.2775,0,1,"TWIST1",1
"MA0721.2","MA0721.2",0,5387,0,13.4675,0,1,"UNCX",1
"MA0093.4","MA0093.4",0,2010,0,5.025,0,1,"USF1",1
"MA0526.5","MA0526.5",0,847,0,2.1175,0,1,"USF2",1
"MA0722.2","MA0722.2",0,2348,0,5.87,0,1,"VAX1",1
"MA0723.3","MA0723.3",0,5387,0,13.4675,0,1,"VAX2",1
"MA0725.2","MA0725.2",0,2348,0,5.87,0,1,"VSX1",1
"MA0726.2","MA0726.2",0,2348,0,5.87,0,1,"VSX2",1
"MA0844.2","MA0844.2",0,632,0,1.58,0,1,"XBP1",1
"MA0095.4","MA0095.4",0,2489,0,6.2225,0,1,"Yy1",1
"MA0748.3","MA0748.3",0,1564,0,3.91,0,1,"YY2",1
"MA0749.2","MA0749.2",0,178,0,0.445,0,1,"ZBED1",1
"MA1971.2","MA1971.2",0,635,0,1.5875,0,1,"ZBED2",1
"MA1649.2","MA1649.2",0,2725,0,6.8125,0,1,"ZBTB12",1
"MA1650.2","MA1650.2",0,1387,0,3.4675,0,1,"ZBTB14",1
"MA1579.2","MA1579.2",0,2870,0,7.175,0,1,"ZBTB26",1
"MA0527.2","MA0527.2",0,547,0,1.3675,0,1,"ZBTB33",1
"MA1581.2","MA1581.2",0,3117,0,7.7925,0,1,"ZBTB6",1
"MA0750.3","MA0750.3",0,1833,0,4.5825,0,1,"ZBTB7A",1
"MA0695.2","MA0695.2",0,801,0,2.0025,0,1,"ZBTB7C",1
"MA2002.2","MA2002.2",0,3504,0,8.76,0,1,"Zfp335",1
"MA1651.2","MA1651.2",0,2479,0,6.1975,0,1,"ZFP42",1
"MA1583.2","MA1583.2",0,1263,0,3.1575,0,1,"ZFP57",1
"MA1629.2","MA1629.2",0,4380,0,10.95,0,1,"Zic2",1
"MA1584.2","MA1584.2",0,2287,0,5.7175,0,1,"ZIC5",1
"MA1585.2","MA1585.2",0,1066,0,2.665,0,1,"ZKSCAN1",1
"MA1973.2","MA1973.2",0,2570,0,6.425,0,1,"ZKSCAN3",1
"MA1654.2","MA1654.2",0,3877,0,9.6925,0,1,"ZNF16",1
"MA1725.2","MA1725.2",0,2626,0,6.565,0,1,"ZNF189",1
"MA1974.2","MA1974.2",0,1166,0,2.915,0,1,"ZNF211",1
"MA1975.2","MA1975.2",0,2043,0,5.1075,0,1,"ZNF214",1
"MA1710.2","MA1710.2",0,5540,0,13.85,0,1,"ZNF257",1
"MA1592.2","MA1592.2",0,1836,0,4.59,0,1,"ZNF274",1
"MA1154.2","MA1154.2",0,2154,0,5.385,0,1,"ZNF282",1
"MA1593.2","MA1593.2",0,3634,0,9.085,0,1,"ZNF317",1
"MA1977.2","MA1977.2",0,2721,0,6.8025,0,1,"ZNF324",1
"MA1726.2","MA1726.2",0,4449,0,11.1225,0,1,"ZNF331",1
"MA1655.2","MA1655.2",0,1950,0,4.875,0,1,"ZNF341",1
"MA1978.2","MA1978.2",0,7121,0,17.8025,0,1,"ZNF354A",1
"MA0752.2","MA0752.2",0,1705,0,4.2625,0,1,"ZNF410",1
"MA1979.2","MA1979.2",0,3312,0,8.28,0,1,"ZNF416",1
"MA1727.2","MA1727.2",0,2106,0,5.265,0,1,"ZNF417",1
"MA1728.2","MA1728.2",0,4123,0,10.3075,0,1,"ZNF549",1
"MA1982.2","MA1982.2",0,2573,0,6.4325,0,1,"ZNF574",1
"MA1983.2","MA1983.2",0,2650,0,6.625,0,1,"ZNF582",1
"MA1657.2","MA1657.2",0,2031,0,5.0775,0,1,"ZNF652",1
"MA1984.2","MA1984.2",0,2160,0,5.4,0,1,"ZNF667",1
"MA1714.2","MA1714.2",0,2766,0,6.915,0,1,"ZNF675",1
"MA1729.2","MA1729.2",0,3637,0,9.0925,0,1,"ZNF680",1
"MA1600.2","MA1600.2",0,2924,0,7.31,0,1,"ZNF684",1
"MA1986.2","MA1986.2",0,3184,0,7.96,0,1,"ZNF692",1
"MA1987.2","MA1987.2",0,5535,0,13.8375,0,1,"ZNF701",1
"MA1730.2","MA1730.2",0,2562,0,6.405,0,1,"ZNF708",1
"MA1716.2","MA1716.2",0,2645,0,6.6125,0,1,"ZNF76",1
"MA1731.2","MA1731.2",0,4137,0,10.3425,0,1,"ZNF768",1
"MA1717.2","MA1717.2",0,516,0,1.29,0,1,"ZNF784",1
"MA1719.2","MA1719.2",0,3364,0,8.41,0,1,"ZNF816",1
"MA1720.2","MA1720.2",0,2364,0,5.91,0,1,"ZNF85",1
"MA1721.2","MA1721.2",0,4557,0,11.3925,0,1,"ZNF93",1
"MA1602.2","MA1602.2",0,680,0,1.7,0,1,"ZSCAN29",1
